FoulIncidents,HomeTeam,AwayTeam,Matchday,FoulNo,TimeOfFoul,VictName,VictHeight,VictWeight,,PerpName,PerpHeight,PerpWeight,DifferencePerpVict,OutcomeVariable,FoulType,RefName,RefHeight,RefWeight,SecondRef,ThirdRef,GameNumber,,,,TallerAmongPlayers
6470,,,,9,P1 - 00:04 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#13 CAISIN, R.(MBC)",198,94,18,1,,MoritzREITER,189,91,,,161,,,,Perp
6471,,,,10,P2 - 08:17 ,"#23 HUSKIC, G.(MBC)",210,102,,"#21 KRATZER, L.(BON)",211,110,1,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6472,,,,11,P2 - 06:53 ,"#20 MORGAN, J.(BON)",196,87,,"#20 MORRIS, J.(MBC)",193,91,-3,0,,MoritzREITER,189,91,,,161,,,,Vict
6473,,,,12,P2 - 06:50 ,"#44 REBIC, N.(MBC)",188,80,,"#6 KESSENS, M.(BON)",205,103,17,1,offensive,MoritzREITER,189,91,,,161,,,,Perp
6474,,,,13,P2 - 05:49 ,"#20 MORGAN, J.(BON)",196,87,,"#4 ENGLISH, A.(MBC)",193,83,-3,0,unsportsmanlike,DominikBEJAOUI,179,81,,,161,,,,Vict
6475,,,,14,P2 - 05:39 ,"#20 MORGAN, J.(BON)",196,87,,"#30 UPSHAW, R.(MBC)",203,105,7,1,,MoritzREITER,189,91,,,161,,,,Perp
6476,,,,15,P2 - 03:13 ,"#13 HAWKINS, J.(BON)",196,96,,"#20 MORRIS, J.(MBC)",193,91,-3,0,,MoritzREITER,189,91,,,161,,,,Vict
6477,,,,16,P2 - 02:55 ,"#13 HAWKINS, J.(BON)",196,96,,"#4 ENGLISH, A.(MBC)",193,83,-3,0,,DanjanaREY,176,62,,,161,,,,Vict
6478,,,,17,P2 - 01:54 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#30 UPSHAW, R.(MBC)",203,105,23,1,,MoritzREITER,189,91,,,161,,,,Perp
6479,,,,18,P2 - 00:45 ,"#30 UPSHAW, R.(MBC)",203,105,,"#21 KRATZER, L.(BON)",211,110,8,1,unsportsmanlike,MoritzREITER,189,91,,,161,,,,Perp
6480,,,,19,P3 - 09:00 ,"#30 UPSHAW, R.(MBC)",203,105,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-23,0,,DanjanaREY,176,62,,,161,,,,Vict
6481,,,,20,P3 - 08:42 ,"#20 MORGAN, J.(BON)",196,87,,"#11 MUSHIDI, K.(MBC)",195,95,-1,0,,DominikBEJAOUI,179,81,MoritzREITER,,161,,,,Vict
6482,,,,21,P3 - 07:32 ,"#20 MORGAN, J.(BON)",196,87,,"#23 HUSKIC, G.(MBC)",210,102,14,1,,MoritzREITER,189,91,,,161,,,,Perp
6483,,,,22,P3 - 06:58 ,"#13 HAWKINS, J.(BON)",196,96,,"#30 UPSHAW, R.(MBC)",203,105,7,1,,MoritzREITER,189,91,,,161,,,,Perp
6484,,,,23,P3 - 06:47 ,"#6 KESSENS, M.(BON)",205,103,,"#11 MUSHIDI, K.(MBC)",195,95,-10,0,,DominikBEJAOUI,179,81,,,161,,,,Vict
6485,,,,24,P3 - 05:52 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#44 REBIC, N.(MBC)",188,80,8,1,,DanjanaREY,176,62,,,161,,,,Perp
6486,,,,25,P3 - 05:20 ,"#12 BOWLIN, S.(BON)",191,80,,"#44 REBIC, N.(MBC)",188,80,-3,0,,DominikBEJAOUI,179,81,DanjanaREY,,161,,,,Vict
6487,,,,26,P3 - 03:51 ,"#12 BOWLIN, S.(BON)",191,80,,"#4 ENGLISH, A.(MBC)",193,83,2,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6488,,,,27,P3 - 03:41 ,"#4 GORHAM, J.(BON)",201,107,,"#30 UPSHAW, R.(MBC)",203,105,2,1,offensive,DanjanaREY,176,62,,,161,,,,Perp
6489,,,,28,P3 - 03:26 ,"#20 MORRIS, J.(MBC)",193,91,,"#9 TADDA, K.(BON)",191,92,-2,0,,DominikBEJAOUI,179,81,,,161,,,,Vict
6490,,,,29,P3 - 02:50 ,"#12 BOWLIN, S.(BON)",191,80,,"#4 ENGLISH, A.(MBC)",193,83,2,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6491,,,,30,P3 - 02:20 ,"#13 HAWKINS, J.(BON)",196,96,,"#13 CAISIN, R.(MBC)",198,94,2,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6492,,,,31,P3 - 00:50 ,"#4 GORHAM, J.(BON)",201,107,,"#54 BRYANT, J.(MBC)",211,127,10,1,,MoritzREITER,189,91,,,161,,,,Perp
6493,,,,32,P3 - 00:38 ,"#7 KERUSCH, S.(MBC)",195,105,,"#21 KRATZER, L.(BON)",211,110,16,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6494,,,,33,P3 - 00:26 ,"#20 MORGAN, J.(BON)",196,87,,"#54 BRYANT, J.(MBC)",211,127,15,1,,MoritzREITER,189,91,,,161,,,,Perp
6495,,,,34,P4 - 09:53 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#44 REBIC, N.(MBC)",188,80,8,1,,DanjanaREY,176,62,,,161,,,,Perp
6496,,,,35,P4 - 09:30 ,"#20 MORGAN, J.(BON)",196,87,,"#7 KERUSCH, S.(MBC)",195,105,-1,0,,MoritzREITER,189,91,,,161,,,,Vict
6497,,,,36,P4 - 07:54 ,"#7 KERUSCH, S.(MBC)",195,105,,"#10 KULVIETIS, S.(BON)",206,100,11,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6498,,,,37,P4 - 07:35 ,"#11 MUSHIDI, K.(MBC)",195,95,,"#9 TADDA, K.(BON)",191,92,-4,0,,DanjanaREY,176,62,MoritzREITER,,161,,,,Vict
6499,,,,38,P4 - 06:49 ,"#20 MORRIS, J.(MBC)",193,91,,"#12 BOWLIN, S.(BON)",191,80,-2,0,,MoritzREITER,189,91,,,161,,,,Vict
6500,,,,39,P4 - 06:36 ,"#12 BOWLIN, S.(BON)",191,80,,"#7 KERUSCH, S.(MBC)",195,105,4,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6501,,,,40,P4 - 05:54 ,"#88 YAKHCHALI, B.(MBC)",196,87,,"#6 KESSENS, M.(BON)",205,103,9,1,,MoritzREITER,189,91,,,161,,,,Perp
6502,,,,41,P4 - 02:55 ,"#13 HAWKINS, J.(BON)",196,96,,"#7 KERUSCH, S.(MBC)",195,105,-1,0,,DominikBEJAOUI,179,81,,,161,,,,Vict
6503,,,,42,P4 - 02:34 ,"#20 MORRIS, J.(MBC)",193,91,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-13,0,,DominikBEJAOUI,179,81,,,161,,,,Vict
6504,,,,43,P4 - 00:11 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#20 MORRIS, J.(MBC)",193,91,13,1,,DominikBEJAOUI,179,81,DanjanaREY,,161,,,,Perp
6505,,,,44,P4 - 00:04 ,"#88 YAKHCHALI, B.(MBC)",196,87,,"#6 KESSENS, M.(BON)",205,103,9,1,,DominikBEJAOUI,179,81,,,161,,,,Perp
6506,,,,45,P4 - 00:00 ,"#30 UPSHAW, R.(MBC)",203,105,,"#13 HAWKINS, J.(BON)",196,96,-7,0,,DanjanaREY,176,62,,,161,,,,Vict
6507,Frankfurt,Ulm,27,1,P1 - 08:25 ,"#0 CHRISTON, S.(ULM)",191,86,,"#29 CHERRY, W.(FRA)",185,80,-6,0,,RobertLOTTERMOSER,186,76,DennisSIROWI,,162,,,,Vict
6508,,,,2,P1 - 05:45 ,"#3 HAARMS, M.(FRA)",221,113,,"#35 JALLOW, K.(ULM)",198,90,-23,0,,RobertLOTTERMOSER,186,76,,,162,,,,Vict
6509,,,,3,P1 - 03:37 ,"#1 MCLEAN, J.(FRA)",202,117,,"#5 EVANS, S.(ULM)",203,110,1,1,,DennisSIROWI,184,92,,,162,,,,Perp
6510,,,,4,P1 - 03:14 ,"#22 KLEPEISZ, T.(ULM)",186,82,,"#6 SCHOORMANN, L.(FRA)",192,83,6,1,,RobertLOTTERMOSER,186,76,,,162,,,,Perp
6511,,,,5,P1 - 02:45 ,"#0 WANK, L.(FRA)",198,91,,"#5 EVANS, S.(ULM)",203,110,5,1,,RobertLOTTERMOSER,186,76,,,162,,,,Perp
6512,,,,6,P1 - 01:40 ,"#1 MCLEAN, J.(FRA)",202,117,,"#4 BLOSSOMGAME, J.(ULM)",198,100,-4,0,,ArminMUTAPCIC,194,84,RobertLOTTERMOSER,,162,,,,Vict
6513,,,,7,P1 - 01:08 ,"#1 MCLEAN, J.(FRA)",202,117,,"#5 EVANS, S.(ULM)",203,110,1,1,,DennisSIROWI,184,92,,,162,,,,Perp
6514,,,,8,P2 - 09:29 ,"#7 THORNWELL, S.(ULM)",193,98,,"#0 WANK, L.(FRA)",198,91,5,1,,ArminMUTAPCIC,194,84,,,162,,,,Perp
6515,,,,9,P2 - 07:02 ,"#0 WANK, L.(FRA)",198,91,,"#6 GÜNTHER, P.(ULM)",184,77,-14,0,,ArminMUTAPCIC,194,84,,,162,,,,Vict
6516,,,,10,P2 - 05:48 ,"#7 THORNWELL, S.(ULM)",193,98,,"#0 WANK, L.(FRA)",198,91,5,1,,ArminMUTAPCIC,194,84,,,162,,,,Perp
6517,,,,11,P2 - 05:27 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#21 BRENNEKE, L.(FRA)",204,86,6,1,,DennisSIROWI,184,92,,,162,,,,Perp
6518,,,,12,P2 - 04:24 ,"#42 PONITKA, M.(FRA)",192,82,,"#0 CHRISTON, S.(ULM)",191,86,-1,0,,ArminMUTAPCIC,194,84,,,162,,,,Vict
6519,,,,13,P2 - 03:44 ,"#0 CHRISTON, S.(ULM)",191,86,,"#29 CHERRY, W.(FRA)",185,80,-6,0,,DennisSIROWI,184,92,,,162,,,,Vict
6520,,,,14,P2 - 01:26 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#42 PONITKA, M.(FRA)",192,82,-6,0,,RobertLOTTERMOSER,186,76,,,162,,,,Vict
6521,,,,15,P2 - 01:04 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#20 MOORE, R.(FRA)",198,107,0,1,,DennisSIROWI,184,92,,,162,,,,Vict
6522,,,,16,P2 - 00:05 ,"#29 CHERRY, W.(FRA)",185,80,,"#35 JALLOW, K.(ULM)",198,90,13,1,,ArminMUTAPCIC,194,84,,,162,,,,Perp
6523,,,,17,P3 - 08:05 ,"#29 CHERRY, W.(FRA)",185,80,,"#22 KLEPEISZ, T.(ULM)",186,82,1,1,,DennisSIROWI,184,92,,,162,,,,Perp
6524,,,,18,P3 - 07:36 ,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#3 HAARMS, M.(FRA)",221,113,23,1,,DennisSIROWI,184,92,,,162,,,,Perp
6525,,,,19,P3 - 06:21 ,"#29 CHERRY, W.(FRA)",185,80,,"#0 CHRISTON, S.(ULM)",191,86,6,1,,RobertLOTTERMOSER,186,76,,,162,,,,Perp
6526,,,,20,P3 - 03:03 ,"#1 MCLEAN, J.(FRA)",202,117,,"#5 EVANS, S.(ULM)",203,110,1,1,,ArminMUTAPCIC,194,84,,,162,,,,Perp
6527,,,,21,P3 - 02:23 ,"#42 PONITKA, M.(FRA)",192,82,,"#35 JALLOW, K.(ULM)",198,90,6,1,offensive,ArminMUTAPCIC,194,84,,,162,,,,Perp
6528,,,,22,P3 - 01:48 ,"#0 CHRISTON, S.(ULM)",191,86,,"#1 MCLEAN, J.(FRA)",202,117,11,1,,ArminMUTAPCIC,194,84,,,162,,,,Perp
6529,,,,23,P3 - 01:00 ,"#0 CHRISTON, S.(ULM)",191,86,,"#1 MCLEAN, J.(FRA)",202,117,11,1,,RobertLOTTERMOSER,186,76,,,162,,,,Perp
6530,,,,24,P3 - 00:48 ,"#1 MCLEAN, J.(FRA)",202,117,,"#13 BRETZEL, N.(ULM)",212,118,10,1,,ArminMUTAPCIC,194,84,,,162,,,,Perp
6531,,,,25,P3 - 00:06 ,"#35 JALLOW, K.(ULM)",198,90,,"#23 ROBERTSON, Q.(FRA)",188,93,-10,0,,RobertLOTTERMOSER,186,76,,,162,,,,Vict
6532,,,,26,P4 - 08:09 ,"#13 BRETZEL, N.(ULM)",212,118,,"#23 ROBERTSON, Q.(FRA)",188,93,-24,0,,ArminMUTAPCIC,194,84,,,162,,,,Vict
6533,,,,27,P4 - 07:33 ,"#7 THORNWELL, S.(ULM)",193,98,,"#23 ROBERTSON, Q.(FRA)",188,93,-5,0,offensive,DennisSIROWI,184,92,,,162,,,,Vict
6534,,,,28,P4 - 07:13 ,"#20 MOORE, R.(FRA)",198,107,,"#4 BLOSSOMGAME, J.(ULM)",198,100,0,1,offensive,RobertLOTTERMOSER,186,76,,,162,,,,Vict
6535,,,,29,P4 - 03:27 ,"#7 THORNWELL, S.(ULM)",193,98,,"#20 MOORE, R.(FRA)",198,107,5,1,,DennisSIROWI,184,92,,,162,,,,Perp
6536,,,,30,P4 - 01:59 ,"#20 MOORE, R.(FRA)",198,107,,"#22 KLEPEISZ, T.(ULM)",186,82,-12,0,,ArminMUTAPCIC,194,84,,,162,,,,Vict
6537,,,,31,P4 - 01:57 ,"#42 PONITKA, M.(FRA)",192,82,,"#22 KLEPEISZ, T.(ULM)",186,82,-6,0,,DennisSIROWI,184,92,,,162,,,,Vict
6538,Berlin,Bayreuth,28,1,V1 08:56,"#3 SMITH, J.(BER)",190,93,,"#19 SAJUS, M.(BAY)",208,118,18,1,,KonstantinSIMONOW,174,83,,,163,,,,Perp
6539,,,,2,V1 06:21,"#21 KOUMADJE, C.(BER)",221,122,,"#15 ALLEN, T.(BAY)",203,105,-18,0,,KonstantinSIMONOW,174,83,TimKRAUSE,,163,,,,Vict
6540,,,,3,V1 04:20,"#19 SAJUS, M.(BAY)",208,118,,"#32 THIEMANN, J.(BER)",206,102,-2,0,,CarstenSTRAUBE,194,99,,,163,,,,Vict
6541,,,,4,V1 04:01,"#1 DA SILVA, O.(BER)",206,104,,"#10 DORETH, B.(BAY)",183,83,-23,0,,CarstenSTRAUBE,194,99,,,163,,,,Vict
6542,,,,5,V1 03:36,"#32 THIEMANN, J.(BER)",206,102,,"#3 THORNTON, M.(BAY)",193,88,-13,0,,KonstantinSIMONOW,174,83,TimKRAUSE,,163,,,,Vict
6543,,,,6,V1 00:52,"#11 SEIFERTH, A.(BAY)",209,113,,"#19 OLINDE, L.(BER)",205,87,-4,0,,CarstenSTRAUBE,194,99,KonstantinSIMONOW,,163,,,,Vict
6544,,,,7,V2 09:13,"#19 OLINDE, L.(BER)",205,87,,"#7 JALALPOOR, P.(BAY)",188,86,-17,0,offensive,CarstenSTRAUBE,194,99,,,163,,,,Vict
6545,,,,8,V2 05:16,"#0 LO, M.(BER)",191,82,,"#10 DORETH, B.(BAY)",183,83,-8,0,,TimKRAUSE,185,81,,,163,,,,Vict
6546,,,,9,V2 01:54,"#2 ANIM, S.(BAY)",196,95,,"#32 THIEMANN, J.(BER)",206,102,10,1,,TimKRAUSE,185,81,,,163,,,,Perp
6547,,,,10,V2 01:48,"#3 THORNTON, M.(BAY)",193,88,,"#9 MATTISSECK, J.(BER)",192,84,-1,0,,CarstenSTRAUBE,194,99,,,163,,,,Vict
6548,,,,11,V2 01:44,"#21 JOESAAR, J.(BAY)",198,94,,"#6 DELOW, M.(BER)",197,84,-1,0,,CarstenSTRAUBE,194,99,,,163,,,,Vict
6549,,,,12,V3 07:29,"#9 MATTISSECK, J.(BER)",192,84,,"#15 ALLEN, T.(BAY)",203,105,11,1,offensive,TimKRAUSE,185,81,,,163,,,,Perp
6550,,,,13,V3 07:19,"#3 SMITH, J.(BER)",190,93,,"#2 ANIM, S.(BAY)",196,95,6,1,,KonstantinSIMONOW,174,83,,,163,,,,Perp
6551,,,,14,V3 06:41,"#32 THIEMANN, J.(BER)",206,102,,"#19 SAJUS, M.(BAY)",208,118,2,1,,KonstantinSIMONOW,174,83,,,163,,,,Perp
6552,,,,15,V3 06:10,"#32 THIEMANN, J.(BER)",206,102,,"#15 ALLEN, T.(BAY)",203,105,-3,0,,KonstantinSIMONOW,174,83,,,163,,,,Vict
6553,,,,16,V3 04:42,"#21 JOESAAR, J.(BAY)",198,94,,"#6 DELOW, M.(BER)",197,84,-1,0,,CarstenSTRAUBE,194,99,,,163,,,,Vict
6554,,,,17,V3 03:36,"#32 THIEMANN, J.(BER)",206,102,,"#11 SEIFERTH, A.(BAY)",209,113,3,1,offensive,KonstantinSIMONOW,174,83,,,163,,,,Perp
6555,,,,18,V3 03:23,"#9 BRUHNKE, K.(BAY)",203,100,,"#3 SMITH, J.(BER)",190,93,-13,0,,TimKRAUSE,185,81,,,163,,,,Vict
6556,,,,19,V3 01:43,"#45 BLATT, T.(BER)",178,82,,"#21 JOESAAR, J.(BAY)",198,94,20,1,,KonstantinSIMONOW,174,83,,,163,,,,Perp
6557,,,,20,V3 00:39,"#19 OLINDE, L.(BER)",205,87,,"#21 JOESAAR, J.(BAY)",198,94,-7,0,offensive,CarstenSTRAUBE,194,99,,,163,,,,Vict
6558,,,,21,V4 08:41,"#19 SAJUS, M.(BAY)",208,118,,"#21 KOUMADJE, C.(BER)",221,122,13,1,,TimKRAUSE,185,81,,,163,,,,Perp
6559,,,,22,V4 08:09,"#45 BLATT, T.(BER)",178,82,,"#3 THORNTON, M.(BAY)",193,88,15,1,offensive,TimKRAUSE,185,81,,,163,,,,Perp
6560,,,,23,V4 07:32,"#0 LO, M.(BER)",191,82,,"#7 JALALPOOR, P.(BAY)",188,86,-3,0,unsportsmanlike,KonstantinSIMONOW,174,83,,,163,,,,Vict
6561,,,,24,V4 05:07,"#11 SEIFERTH, A.(BAY)",209,113,,"#1 DA SILVA, O.(BER)",206,104,-3,0,,KonstantinSIMONOW,174,83,,,163,,,,Vict
6562,,,,25,V4 03:54,"#32 THIEMANN, J.(BER)",206,102,,"#15 ALLEN, T.(BAY)",203,105,-3,0,offensive,KonstantinSIMONOW,174,83,,,163,,,,Vict
6563,,,,26,V4 02:59,"#19 OLINDE, L.(BER)",205,87,,"#11 SEIFERTH, A.(BAY)",209,113,4,1,,KonstantinSIMONOW,174,83,,,163,,,,Perp
6564,,,,27,V4 02:10,"#19 OLINDE, L.(BER)",205,87,,"#11 SEIFERTH, A.(BAY)",209,113,4,1,,CarstenSTRAUBE,194,99,,,163,,,,Perp
6565,Bamberg,Frankfurt,28,1,V1 08:53,"#25 OGBE, K.(BAM)",198,86,,"#6 SCHOORMANN, L.(FRA)",192,83,-6,0,,NicolaiBOHN,195,77,,,164,,,,Vict
6566,,,,2,V1 08:18,"#23 ROBERTSON, Q.(FRA)",188,93,,"#77 KYZLINK, T.(BAM)",198,91,10,1,,ChristofMADINGER,190,96,,,164,,,,Perp
6567,,,,3,V1 07:59,"#77 KYZLINK, T.(BAM)",198,91,,"#6 SCHOORMANN, L.(FRA)",192,83,-6,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6568,,,,4,V1 07:32,"#20 MOORE, R.(FRA)",198,107,,"#77 KYZLINK, T.(BAM)",198,91,0,1,,MoritzREITER,189,91,,,164,,,,Vict
6569,,,,5,V1 06:29,"#29 CHERRY, W.(FRA)",185,80,,"#25 OGBE, K.(BAM)",198,86,13,1,,NicolaiBOHN,195,77,,,164,,,,Perp
6570,,,,6,V1 05:50,"#20 MOORE, R.(FRA)",198,107,,"#43 SENGFELDER, C.(BAM)",203,108,5,1,,MoritzREITER,189,91,,,164,,,,Perp
6571,,,,7,V1 03:38,"#20 MOORE, R.(FRA)",198,107,,"#43 SENGFELDER, C.(BAM)",203,108,5,1,offensive,MoritzREITER,189,91,ChristofMADINGER,,164,,,,Perp
6572,,,,8,V1 02:45,"#1 MCLEAN, J.(FRA)",202,117,,"#22 GEBEN, M.(BAM)",208,107,6,1,,MoritzREITER,189,91,,,164,,,,Perp
6573,,,,9,V1 01:44,"#0 WANK, L.(FRA)",198,91,,"#0 DOWE, C.(BAM)",188,86,-10,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6574,,,,10,V1 01:30,"#0 DOWE, C.(BAM)",188,86,,"#29 CHERRY, W.(FRA)",185,80,-3,0,,NicolaiBOHN,195,77,,,164,,,,Vict
6575,,,,11,V1 01:26,"#0 DOWE, C.(BAM)",188,86,,"#0 WANK, L.(FRA)",198,91,10,1,,ChristofMADINGER,190,96,,,164,,,,Perp
6576,,,,12,V2 09:29,"#21 BRENNEKE, L.(FRA)",204,86,,"#3 LOCKHART, D.(BAM)",199,97,-5,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6577,,,,13,V2 09:24,"#0 DOWE, C.(BAM)",188,86,,"#29 CHERRY, W.(FRA)",185,80,-3,0,,MoritzREITER,189,91,,,164,,,,Vict
6578,,,,14,V2 09:18,"#25 OGBE, K.(BAM)",198,86,,"#23 ROBERTSON, Q.(FRA)",188,93,-10,0,,NicolaiBOHN,195,77,,,164,,,,Vict
6579,,,,15,V2 08:30,"#43 SENGFELDER, C.(BAM)",203,108,,"#21 BRENNEKE, L.(FRA)",204,86,1,1,,MoritzREITER,189,91,,,164,,,,Perp
6580,,,,16,V2 07:43,"#21 BRENNEKE, L.(FRA)",204,86,,"#8 MITCHELL, A.(BAM)",206,106,2,1,,ChristofMADINGER,190,96,MoritzREITER,,164,,,,Perp
6581,,,,17,V2 06:35,"#42 PONITKA, M.(FRA)",192,82,,"#77 KYZLINK, T.(BAM)",198,91,6,1,,MoritzREITER,189,91,,,164,,,,Perp
6582,,,,18,V2 04:52,"#0 DOWE, C.(BAM)",188,86,,"#3 HAARMS, M.(FRA)",221,113,33,1,offensive,NicolaiBOHN,195,77,,,164,,,,Perp
6583,,,,19,V2 03:59,"#22 GEBEN, M.(BAM)",208,107,,"#3 HAARMS, M.(FRA)",221,113,13,1,,MoritzREITER,189,91,,,164,,,,Perp
6584,,,,20,V2 03:22,"#25 OGBE, K.(BAM)",198,86,,"#29 CHERRY, W.(FRA)",185,80,-13,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6585,,,,21,V2 02:44,"#1 MCLEAN, J.(FRA)",202,117,,"#3 LOCKHART, D.(BAM)",199,97,-3,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6586,,,,22,V2 01:55,"#4 PREWITT, O.(BAM)",201,88,,"#23 ROBERTSON, Q.(FRA)",188,93,-13,0,offensive,MoritzREITER,189,91,,,164,,,,Vict
6587,,,,23,V2 00:56,"#1 MCLEAN, J.(FRA)",202,117,,"#3 LOCKHART, D.(BAM)",199,97,-3,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6588,,,,24,V2 00:01,"#43 SENGFELDER, C.(BAM)",203,108,,"#1 MCLEAN, J.(FRA)",202,117,-1,0,,NicolaiBOHN,195,77,,,164,,,,Vict
6589,,,,25,V3 09:24,"#3 HAARMS, M.(FRA)",221,113,,"#8 MITCHELL, A.(BAM)",206,106,-15,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6590,,,,26,V3 09:18,"#42 PONITKA, M.(FRA)",192,82,,"#4 PREWITT, O.(BAM)",201,88,9,1,,MoritzREITER,189,91,,,164,,,,Perp
6591,,,,27,V3 07:02,"#23 ROBERTSON, Q.(FRA)",188,93,,"#0 DOWE, C.(BAM)",188,86,0,1,unsportsmanlike,MoritzREITER,189,91,,,164,,,,Vict
6592,,,,28,V3 07:02,"#3 HAARMS, M.(FRA)",221,113,,"#25 OGBE, K.(BAM)",198,86,-23,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6593,,,,29,V3 06:38,"#43 SENGFELDER, C.(BAM)",203,108,,"#0 WANK, L.(FRA)",198,91,-5,0,,MoritzREITER,189,91,,,164,,,,Vict
6594,,,,30,V3 06:37,"#43 SENGFELDER, C.(BAM)",203,108,,"#20 MOORE, R.(FRA)",198,107,-5,0,,MoritzREITER,189,91,,,164,,,,Vict
6595,,,,31,V3 05:12,"#77 KYZLINK, T.(BAM)",198,91,,"#23 ROBERTSON, Q.(FRA)",188,93,-10,0,,MoritzREITER,189,91,,,164,,,,Vict
6596,,,,32,V3 04:18,"#77 KYZLINK, T.(BAM)",198,91,,"#23 ROBERTSON, Q.(FRA)",188,93,-10,0,offensive,NicolaiBOHN,195,77,,,164,,,,Vict
6597,,,,33,V3 03:40,"#29 CHERRY, W.(FRA)",185,80,,"#77 KYZLINK, T.(BAM)",198,91,13,1,,NicolaiBOHN,195,77,,,164,,,,Perp
6598,,,,34,V3 02:47,"#20 MOORE, R.(FRA)",198,107,,"#3 LOCKHART, D.(BAM)",199,97,1,1,,MoritzREITER,189,91,,,164,,,,Perp
6599,,,,35,V3 02:00,"#0 DOWE, C.(BAM)",188,86,,"#0 WANK, L.(FRA)",198,91,10,1,,MoritzREITER,189,91,,,164,,,,Perp
6600,,,,36,V3 00:54,"#20 MOORE, R.(FRA)",198,107,,"#8 MITCHELL, A.(BAM)",206,106,8,1,,ChristofMADINGER,190,96,,,164,,,,Perp
6601,,,,37,V3 00:43,"#43 SENGFELDER, C.(BAM)",203,108,,"#29 CHERRY, W.(FRA)",185,80,-18,0,,ChristofMADINGER,190,96,,,164,,,,Vict
6602,,,,38,V4 07:54,"#21 BRENNEKE, L.(FRA)",204,86,,"#4 PREWITT, O.(BAM)",201,88,-3,0,,NicolaiBOHN,195,77,,,164,,,,Vict
6603,,,,39,V4 06:31,"#0 DOWE, C.(BAM)",188,86,,"#1 MCLEAN, J.(FRA)",202,117,14,1,,ChristofMADINGER,190,96,MoritzREITER,,164,,,,Perp
6604,,,,40,V4 05:23,"#0 DOWE, C.(BAM)",188,86,,"#0 WANK, L.(FRA)",198,91,10,1,,ChristofMADINGER,190,96,,,164,,,,Perp
6605,,,,41,V4 04:15,"#20 MOORE, R.(FRA)",198,107,,"#3 LOCKHART, D.(BAM)",199,97,1,1,,MoritzREITER,189,91,,,164,,,,Perp
6606,,,,42,V4 01:30,"#0 DOWE, C.(BAM)",188,86,,"#3 HAARMS, M.(FRA)",221,113,33,1,,MoritzREITER,189,91,,,164,,,,Perp
6607,,,,43,V4 01:22,"#29 CHERRY, W.(FRA)",185,80,,"#77 KYZLINK, T.(BAM)",198,91,13,1,,MoritzREITER,189,91,ChristofMADINGER,,164,,,,Perp
6608,,,,44,V4 00:34,"#0 DOWE, C.(BAM)",188,86,,"#1 MCLEAN, J.(FRA)",202,117,14,1,,ChristofMADINGER,190,96,,,164,,,,Perp
6609,,,,45,V4 00:14,"#43 SENGFELDER, C.(BAM)",203,108,,"#42 PONITKA, M.(FRA)",192,82,-11,0,,MoritzREITER,189,91,,,164,,,,Vict
6610,Braunschweig,Göttingen,28,1,V1 09:43,"#5 KLASSEN, O.(BRA)",208,117,,"#18 KAMP, H.(GOT)",203,110,-5,0,,MoritzKRÜPER,187,77,,,165,,,,Vict
6611,,,,2,V1 05:55,"#19 SEHNAL, O.(BRA)",192,95,,"#24 GRIMES, N.(GOT)",203,103,11,1,offensive,MoritzKRÜPER,187,77,,,165,,,,Perp
6612,,,,3,V1 05:16,"#5 KLASSEN, O.(BRA)",208,117,,"#3 FREY, H.(GOT)",188,84,-20,0,,AnnePANTHER,174,59,,,165,,,,Vict
6613,,,,4,V1 04:39,"#3 FREY, H.(GOT)",188,84,,"#0 BROWN, T.(BRA)",180,89,-8,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6614,,,,5,V1 04:16,"#5 ROBERSON, J.(GOT)",198,100,,"#32 ZAGARS, A.(BRA)",190,78,-8,0,,AnnePANTHER,174,59,,,165,,,,Vict
