FoulIncidents,HomeTeam,AwayTeam,Matchday,FoulNo,TimeOfFoul,VictName,VictHeight,VictWeight,,PerpName,PerpHeight,PerpWeight,DifferencePerpVict,OutcomeVariable,FoulType,RefName,RefHeight,RefWeight,SecondRef,ThirdRef,GameNumber,,,,TallerAmongPlayers
136,,,,28,P3 - 00:17,"#33 HUNDT, B.(OLD)",180,73,,"#11 KINDZEKA, R.(CRA)",185,86,5,1,,GentianCICI,178,74,,,4,,,,Perp
137,,,,29,P4 - 08:29,"#8 HARRIS, T.(CRA)",193,87,,"#20 MICHALAK, M.(OLD)",197,95,4,1,offensive ,RadeeshKATTUR,175,83,,,4,,,,Perp
138,,,,30,P4 - 07:19,"#0 SHORTS, T.(CRA)",175,73,,"#12 BREUNIG, M.(OLD)",203,100,28,1,,RobertLOTTERMOSER,186,76,,,4,,,,Perp
139,,,,31,P4 - 03:02,"#11 PRESSEY, P.(OLD)",180,82,,"#0 SHORTS, T.(CRA)",175,73,-5,0,,RobertLOTTERMOSER,186,76,,,4,,,,Vict
140,,,,32,P4 - 01:18,"#0 SHORTS, T.(CRA)",175,73,,"#11 PRESSEY, P.(OLD)",180,82,5,1,,GentianCICI,178,74,,,4,,,,Perp
141,,,,33,P4 - 00:48,"#21 ODIASE, T.(OLD)",206,111,,"#15 RADOSAVLJEVIC, B.(CRA)",213,117,7,1,,RadeeshKATTUR,175,83,,,4,,,,Perp
142,Hamburg,Chemnitz,2,1,P1 - 09:22,"#3 DILEO, M.(HAM)",184,83,,"#22 ROBINSON, G.(CH)",185,80,1,1,,SteveBITTNER,189,93,,,5,,,,Perp
143,,,,2,P1 - 06:57,"#12 HINRICHS, S.(HAM)",201,97,,"#11 MIKE, I.(CH)",203,98,2,1,,DennisSIROWI,184,92,,,5,,,,Perp
144,,,,3,P1 - 06:36,"#22 ROBINSON, G.(CH)",185,80,,"#12 HINRICHS, S.(HAM)",201,97,16,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
145,,,,4,P1 - 05:06,"#11 MIKE, I.(CH)",203,98,,"#1 BROWN, Z.(HAM)",198,95,-5,0,,DennisSIROWI,184,92,,,5,,,,Vict
146,,,,5,P1 - 04:35,"#3 ZIEGENHAGEN, M.(CH)",193,91,,"#12 HINRICHS, S.(HAM)",201,97,8,1,,SteveBITTNER,189,93,,,5,,,,Perp
147,,,,6,P1 - 04:05,"#7 RICHTER, J.(CH)",206,105,,"#7 MEISNER, L.(HAM)",203,103,-3,0,,SteveBITTNER,189,93,,,5,,,,Vict
148,,,,7,P1 - 02:58,"#11 MIKE, I.(CH)",203,98,,"#7 MEISNER, L.(HAM)",203,103,0,1,,DennisSIROWI,184,92,,,5,,,,Vict
149,,,,8,P1 - 02:09,"#0 BROWN, J.(HAM)",183,84,,"#3 ZIEGENHAGEN, M.(CH)",193,91,10,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
150,,,,9,P1 - 00:40,"#0 WEIDEMANN, N.(CH)",190,74,,"#11 KOTSAR, M.(HAM)",211,119,21,1,,DennisSIROWI,184,92,,,5,,,,Perp
151,,,,10,P1 - 00:33,"#29 SUSINSKAS, M.(CH)",204,87,,"#29 SUSINSKAS, M.(CH)",204,87,0,1,,DennisSIROWI,184,92,,,5,,,,Vict
152,,,,11,P1 - 00:33,"#1 BROWN, Z.(HAM)",198,95,,"#1 BROWN, Z.(HAM)",198,95,0,1,,DennisSIROWI,184,92,,,5,,,,Vict
153,,,,12,P2 - 09:26,"#8 WIMBERG, N.(CH)",206,97,,"#44 DURHAM, J.(HAM)",185,83,-21,0,,DennisSIROWI,184,92,,,5,,,,Vict
154,,,,13,P2 - 08:34,"#44 DURHAM, J.(HAM)",185,83,,"#8 WIMBERG, N.(CH)",206,97,21,1,,DennisSIROWI,184,92,,,5,,,,Perp
155,,,,14,P2 - 06:21,"#3 DILEO, M.(HAM)",184,83,,"#0 WEIDEMANN, N.(CH)",190,74,6,1,,DennisSIROWI,184,92,,,5,,,,Perp
156,,,,15,P2 - 05:04,"#15 MASSENAT, F.(CH)",193,87,,"#11 KOTSAR, M.(HAM)",211,119,18,1,,DennisSIROWI,184,92,,,5,,,,Perp
157,,,,16,P2 - 03:39,"#17 EDIGIN, E.(HAM)",203,100,,"#3 ZIEGENHAGEN, M.(CH)",193,91,-10,0,,ZulfikarORUZGANI,174,74,,,5,,,,Vict
158,,,,17,P2 - 03:25,"#11 MIKE, I.(CH)",203,98,,"#12 HINRICHS, S.(HAM)",201,97,-2,0,,ZulfikarORUZGANI,174,74,,,5,,,,Vict
159,,,,18,P2 - 03:12,"#44 DURHAM, J.(HAM)",185,83,,"#15 MASSENAT, F.(CH)",193,87,8,1,,SteveBITTNER,189,93,,,5,,,,Perp
160,,,,19,P2 - 02:19,"#0 WEIDEMANN, N.(CH)",190,74,,"#3 DILEO, M.(HAM)",184,83,-6,0,,SteveBITTNER,189,93,,,5,,,,Vict
161,,,,20,P2 - 00:02,"#15 MASSENAT, F.(CH)",193,87,,"#8 CHRISTEN, R.(HAM)",202,105,9,1,,DennisSIROWI,184,92,,,5,,,,Perp
162,,,,21,P3 - 09:47,"#17 EDIGIN, E.(HAM)",203,100,,"#44 ATKINS, D.(CH)",203,105,0,1,,ZulfikarORUZGANI,174,74,,,5,,,,Vict
163,,,,22,P3 - 08:40,"#17 EDIGIN, E.(HAM)",203,100,,"#8 WIMBERG, N.(CH)",206,97,3,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
164,,,,23,P3 - 07:30,"#12 HINRICHS, S.(HAM)",201,97,,"#11 MIKE, I.(CH)",203,98,2,1,,SteveBITTNER,189,93,,,5,,,,Perp
165,,,,24,P3 - 06:56,"#5 HOMESLEY, C.(HAM)",198,93,,"#8 WIMBERG, N.(CH)",206,97,8,1,,DennisSIROWI,184,92,,,5,,,,Perp
166,,,,25,P3 - 06:31,"#44 DURHAM, J.(HAM)",185,83,,"#22 ROBINSON, G.(CH)",185,80,0,1,,ZulfikarORUZGANI,174,74,,,5,,,,Vict
167,,,,26,P3 - 05:31,"#12 HINRICHS, S.(HAM)",201,97,,"#44 ATKINS, D.(CH)",203,105,2,1,,SteveBITTNER,189,93,,,5,,,,Perp
168,,,,27,P3 - 04:52,"#11 MIKE, I.(CH)",203,98,,"#12 HINRICHS, S.(HAM)",201,97,-2,0,,DennisSIROWI,184,92,,,5,,,,Vict
169,,,,28,P3 - 04:21,"#0 WEIDEMANN, N.(CH)",190,74,,"#21 HOLLATZ, J.(HAM)",194,94,4,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
170,,,,29,P3 - 03:58,"#0 BROWN, J.(HAM)",183,84,,"#7 RICHTER, J.(CH)",206,105,23,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
171,,,,30,P3 - 03:12,"#7 RICHTER, J.(CH)",206,105,,"#11 KOTSAR, M.(HAM)",211,119,5,1,,DennisSIROWI,184,92,,,5,,,,Perp
172,,,,31,P3 - 02:33,"#0 WEIDEMANN, N.(CH)",190,74,,"#1 BROWN, Z.(HAM)",198,95,8,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
173,,,,32,P3 - 02:04,"#11 KOTSAR, M.(HAM)",211,119,,"#0 WEIDEMANN, N.(CH)",190,74,-21,0,offensive ,SteveBITTNER,189,93,,,5,,,,Vict
174,,,,33,P3 - 01:24,"#0 WEIDEMANN, N.(CH)",190,74,,"#0 BROWN, J.(HAM)",183,84,-7,0,,ZulfikarORUZGANI,174,74,,,5,,,,Vict
175,,,,34,P4 - 08:54,"#29 SUSINSKAS, M.(CH)",204,87,,"#17 EDIGIN, E.(HAM)",203,100,-1,0,,SteveBITTNER,189,93,,,5,,,,Vict
176,,,,35,P4 - 08:14,"#17 EDIGIN, E.(HAM)",203,100,,"#8 WIMBERG, N.(CH)",206,97,3,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
177,,,,36,P4 - 08:02,"#22 ROBINSON, G.(CH)",185,80,,"#3 DILEO, M.(HAM)",184,83,-1,0,,DennisSIROWI,184,92,,,5,,,,Vict
178,,,,37,P4 - 07:26,"#22 ROBINSON, G.(CH)",185,80,,"#3 DILEO, M.(HAM)",184,83,-1,0,,DennisSIROWI,184,92,,,5,,,,Vict
179,,,,38,P4 - 06:40,"#44 DURHAM, J.(HAM)",185,83,,"#22 ROBINSON, G.(CH)",185,80,0,1,offensive ,ZulfikarORUZGANI,174,74,,,5,,,,Vict
180,,,,39,P4 - 05:53,"#5 HOMESLEY, C.(HAM)",198,93,,"#44 ATKINS, D.(CH)",203,105,5,1,,SteveBITTNER,189,93,,,5,,,,Perp
181,,,,40,P4 - 05:35,"#22 ROBINSON, G.(CH)",185,80,,"#5 HOMESLEY, C.(HAM)",198,93,13,1,,ZulfikarORUZGANI,174,74,,,5,,,,Perp
182,,,,41,P4 - 05:04,"#44 DURHAM, J.(HAM)",185,83,,"#15 MASSENAT, F.(CH)",193,87,8,1,,DennisSIROWI,184,92,,,5,,,,Perp
183,,,,42,P4 - 04:15,"#12 HINRICHS, S.(HAM)",201,97,,"#29 SUSINSKAS, M.(CH)",204,87,3,1,,SteveBITTNER,189,93,,,5,,,,Perp
184,,,,43,P4 - 01:39,"#44 DURHAM, J.(HAM)",185,83,,"#15 MASSENAT, F.(CH)",193,87,8,1,,DennisSIROWI,184,92,,,5,,,,Perp
185,,,,44,P4 - 00:51,"#44 ATKINS, D.(CH)",203,105,,"#0 BROWN, J.(HAM)",183,84,-20,0,,ZulfikarORUZGANI,174,74,,,5,,,,Vict
186,,,,45,P4 - 00:25,"#15 MASSENAT, F.(CH)",193,87,,"#0 BROWN, J.(HAM)",183,84,-10,0,,DennisSIROWI,184,92,,,5,,,,Vict
187,Würzburg,München,2,1,V1 08:37,"#10 JARAMAZ, O.(FCB)",193,88,,"#21 SKELE, A.(WUE)",193,84,0,1,,TamerARIK,180,86,,,6,,,,Vict
188,,,,2,V1 08:14,"#21 SKELE, A.(WUE)",193,84,,"#34 SCHILLING, G.(FCB)",206,107,13,1,,TamerARIK,180,86,,,6,,,,Perp
189,,,,3,V1 06:51,"#34 SCHILLING, G.(FCB)",206,107,,"#22 MOLLER, C.(WUE)",203,93,-3,0,,TamerARIK,180,86,,,6,,,,Vict
190,,,,4,V1 05:59,"#10 JARAMAZ, O.(FCB)",193,88,,"#44 BUFORD, W.(WUE)",196,98,3,1,,AnnePANTHER,174,59,,,6,,,,Perp
191,,,,5,V1 05:29,"#65 STANIC, F.(WUE)",206,115,,"#0 WEILER-BABB, N.(FCB)",196,91,-10,0,,AnnePANTHER,174,59,,,6,,,,Vict
192,,,,6,V1 05:06,"#0 WEILER-BABB, N.(FCB)",196,91,,"#24 HUNT, C.(WUE)",192,85,-4,0,,MoritzKRÜPER,187,77,,,6,,,,Vict
193,,,,7,V1 03:26,"#65 STANIC, F.(WUE)",206,115,,"#2 WALDEN, C.(FCB)",188,86,-18,0,,AnnePANTHER,174,59,,,6,,,,Vict
194,,,,8,V1 02:46,"#14 DJEDOVIC, N.(FCB)",196,97,,"#23 RODRIGUEZ, D.(WUE)",198,100,2,1,,AnnePANTHER,174,59,,,6,,,,Perp
195,,,,9,V1 02:34,"#11 LUCIC, V.(FCB)",204,95,,"#11 GIELO, T.(WUE)",205,103,1,1,,TamerARIK,180,86,,,6,,,,Perp
196,,,,10,V1 02:15,"#7 KING, A.(WUE)",201,100,,"#11 LUCIC, V.(FCB)",204,95,3,1,,TamerARIK,180,86,,,6,,,,Perp
197,,,,11,V1 01:48,"#14 DJEDOVIC, N.(FCB)",196,97,,"#11 GIELO, T.(WUE)",205,103,9,1,,TamerARIK,180,86,,,6,,,,Perp
198,,,,12,V1 00:36,"#14 DJEDOVIC, N.(FCB)",196,97,,"#23 RODRIGUEZ, D.(WUE)",198,100,2,1,,MoritzKRÜPER,187,77,,,6,,,,Perp
199,,,,13,V2 09:09,"#22 MOLLER, C.(WUE)",203,93,,"#1 THOMAS, D.(FCB)",201,104,-2,0,offensive ,TamerARIK,180,86,,,6,,,,Vict
200,,,,14,V2 07:00,"#33 JOHNSON, K.(WUE)",185,80,,"#0 WEILER-BABB, N.(FCB)",196,91,11,1,,MoritzKRÜPER,187,77,,,6,,,,Perp
201,,,,15,V2 05:25,"#1 THOMAS, D.(FCB)",201,104,,"#24 HUNT, C.(WUE)",192,85,-9,0,,AnnePANTHER,174,59,,,6,,,,Vict
202,,,,16,V2 04:57,"#10 JARAMAZ, O.(FCB)",193,88,,"#21 SKELE, A.(WUE)",193,84,0,1,,AnnePANTHER,174,59,,,6,,,,Vict
203,,,,17,V2 04:40,"#21 SKELE, A.(WUE)",193,84,,"#2 WALDEN, C.(FCB)",188,86,-5,0,,AnnePANTHER,174,59,,,6,,,,Vict
204,,,,18,V2 04:40,"#34 SCHILLING, G.(FCB)",206,107,,"#65 STANIC, F.(WUE)",206,115,0,1,,TamerARIK,180,86,,,6,,,,Vict
205,,,,19,V2 04:20,"#44 BUFORD, W.(WUE)",196,98,,"#14 DJEDOVIC, N.(FCB)",196,97,0,1,,MoritzKRÜPER,187,77,,,6,,,,Vict
206,,,,20,V2 04:09,"#65 STANIC, F.(WUE)",206,115,,"#10 JARAMAZ, O.(FCB)",193,88,-13,0,,AnnePANTHER,174,59,,,6,,,,Vict
207,,,,21,V2 03:25,"#65 STANIC, F.(WUE)",206,115,,"#34 SCHILLING, G.(FCB)",206,107,0,1,,TamerARIK,180,86,,,6,,,,Vict
208,,,,22,V2 02:55,"#2 WALDEN, C.(FCB)",188,86,,"#65 STANIC, F.(WUE)",206,115,18,1,,MoritzKRÜPER,187,77,,,6,,,,Perp
209,,,,23,V2 02:36,"#21 RUBIT, A.(FCB)",203,103,,"#7 KING, A.(WUE)",201,100,-2,0,,TamerARIK,180,86,,,6,,,,Vict
210,,,,24,V2 02:13,"#34 HOFFMANN, F.(WUE)",195,100,,"#11 LUCIC, V.(FCB)",204,95,9,1,,AnnePANTHER,174,59,,,6,,,,Perp
211,,,,25,V2 01:43,"#44 BUFORD, W.(WUE)",196,98,,"#11 LUCIC, V.(FCB)",204,95,8,1,,TamerARIK,180,86,,,6,,,,Perp
212,,,,26,V2 01:27,"#1 THOMAS, D.(FCB)",201,104,,"#7 KING, A.(WUE)",201,100,0,1,,TamerARIK,180,86,,,6,,,,Vict
213,,,,27,V2 01:12,"#33 JOHNSON, K.(WUE)",185,80,,"#10 JARAMAZ, O.(FCB)",193,88,8,1,,MoritzKRÜPER,187,77,,,6,,,,Perp
214,,,,28,V2 00:13,"#33 JOHNSON, K.(WUE)",185,80,,"#21 RUBIT, A.(FCB)",203,103,18,1,,MoritzKRÜPER,187,77,,,6,,,,Perp
215,,,,29,V3 07:37,"#44 BUFORD, W.(WUE)",196,98,,"#14 DJEDOVIC, N.(FCB)",196,97,0,1,,AnnePANTHER,174,59,,,6,,,,Vict
216,,,,30,V3 07:00,"#65 STANIC, F.(WUE)",206,115,,"#34 SCHILLING, G.(FCB)",206,107,0,1,,TamerARIK,180,86,,,6,,,,Vict
217,,,,31,V3 05:04,"#10 JARAMAZ, O.(FCB)",193,88,,"#21 SKELE, A.(WUE)",193,84,0,1,,TamerARIK,180,86,,,6,,,,Vict
218,,,,32,V3 04:29,"#11 LUCIC, V.(FCB)",204,95,,"#44 BUFORD, W.(WUE)",196,98,-8,0,,AnnePANTHER,174,59,,,6,,,,Vict
219,,,,33,V3 03:49,"#21 RUBIT, A.(FCB)",203,103,,"#24 HUNT, C.(WUE)",192,85,-11,0,,TamerARIK,180,86,,,6,,,,Vict
220,,,,34,V3 02:12,"#33 JOHNSON, K.(WUE)",185,80,,"#11 LUCIC, V.(FCB)",204,95,19,1,,TamerARIK,180,86,,,6,,,,Perp
221,,,,35,V3 01:57,"#7 KING, A.(WUE)",201,100,,"#21 RUBIT, A.(FCB)",203,103,2,1,,AnnePANTHER,174,59,,,6,,,,Perp
222,,,,36,V4 08:06,"#21 RUBIT, A.(FCB)",203,103,,"#7 KING, A.(WUE)",201,100,-2,0,,TamerARIK,180,86,,,6,,,,Vict
223,,,,37,V4 06:47,"#0 WEILER-BABB, N.(FCB)",196,91,,"#21 SKELE, A.(WUE)",193,84,-3,0,,MoritzKRÜPER,187,77,,,6,,,,Vict
224,,,,38,V4 04:05,"#44 BUFORD, W.(WUE)",196,98,,"#10 JARAMAZ, O.(FCB)",193,88,-3,0,,MoritzKRÜPER,187,77,,,6,,,,Vict
225,,,,39,V4 04:04,"#11 GIELO, T.(WUE)",205,103,,"#12 GEORGE, J.(FCB)",202,88,-3,0,,AnnePANTHER,174,59,,,6,,,,Vict
226,,,,40,V4 02:58,"#12 GEORGE, J.(FCB)",202,88,,"#11 GIELO, T.(WUE)",205,103,3,1,,AnnePANTHER,174,59,,,6,,,,Perp
227,,,,41,V4 02:26,"#24 HUNT, C.(WUE)",192,85,,"#34 SCHILLING, G.(FCB)",206,107,14,1,,MoritzKRÜPER,187,77,,,6,,,,Perp
228,,,,42,V4 02:21,"#23 RODRIGUEZ, D.(WUE)",198,100,,"#10 JARAMAZ, O.(FCB)",193,88,-5,0,unsportsman,MoritzKRÜPER,187,77,,,6,,,,Vict
229,,,,43,V4 02:15,"#10 JARAMAZ, O.(FCB)",193,88,,"#23 RODRIGUEZ, D.(WUE)",198,100,5,1,offensive ,AnnePANTHER,174,59,,,6,,,,Perp
230,,,,44,V4 01:50,"#24 HUNT, C.(WUE)",192,85,,"#10 JARAMAZ, O.(FCB)",193,88,1,1,,TamerARIK,180,86,,,6,,,,Perp
231,,,,45,V4 01:04,"#65 STANIC, F.(WUE)",206,115,,"#12 GEORGE, J.(FCB)",202,88,-4,0,,AnnePANTHER,174,59,,,6,,,,Vict
232,,,,46,V4 00:33,"#44 BUFORD, W.(WUE)",196,98,,"#13 OBST, A.(FCB)",191,81,-5,0,,AnnePANTHER,174,59,,,6,,,,Vict
233,Bayreuth,Göttingen,2,1,V1 07:24,"#15 ALLEN, T.(BAY)",203,105,,"#5 ROBERSON, J.(GOT)",198,100,-5,0,,RobertLOTTERMOSER,186,76,,,7,,,,Vict
234,,,,2,V1 06:46,"#22 WELLS, C.(BAY)",186,94,,"#18 KAMP, H.(GOT)",203,110,17,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
235,,,,3,V1 06:39,"#5 ROBERSON, J.(GOT)",198,100,,"#15 ALLEN, T.(BAY)",203,105,5,1,offensive,JohannesHACK,177,80,,,7,,,,Perp
236,,,,4,V1 05:59,"#5 ROBERSON, J.(GOT)",198,100,,"#22 WELLS, C.(BAY)",186,94,-12,0,,NerminHODZIC,188,82,,,7,,,,Vict
237,,,,5,V1 05:50,"#18 KAMP, H.(GOT)",203,110,,"#2 ANIM, S.(BAY)",196,95,-7,0,,JohannesHACK,177,80,,,7,,,,Vict
238,,,,6,V1 04:29,"#15 HARTWICH, P.(GOT)",218,113,,"#19 SAJUS, M.(BAY)",208,118,-10,0,,NerminHODZIC,188,82,,,7,,,,Vict
239,,,,7,V1 04:14,"#2 ANIM, S.(BAY)",196,95,,"#10 HUJIC, H.(GOT)",192,93,-4,0,,JohannesHACK,177,80,,,7,,,,Vict
240,,,,8,V1 04:09,"#2 ANIM, S.(BAY)",196,95,,"#15 HARTWICH, P.(GOT)",218,113,22,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
241,,,,9,V1 03:53,"#15 HARTWICH, P.(GOT)",218,113,,"#7 JALALPOOR, P.(BAY)",188,86,-30,0,,JohannesHACK,177,80,,,7,,,,Vict
242,,,,10,V1 02:23,"#15 ALLEN, T.(BAY)",203,105,,"#15 HARTWICH, P.(GOT)",218,113,15,1,,NerminHODZIC,188,82,,,7,,,,Perp
243,,,,11,V1 02:03,"#18 KAMP, H.(GOT)",203,110,,"#9 BRUHNKE, K.(BAY)",203,100,0,1,,RobertLOTTERMOSER,186,76,,,7,,,,Vict
244,,,,12,V2 09:02,"#22 WELLS, C.(BAY)",186,94,,"#32 GIOTIS, M.(GOT)",197,87,11,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
245,,,,13,V2 07:53,"#3 THORNTON, M.(BAY)",193,88,,"#10 HUJIC, H.(GOT)",192,93,-1,0,,NerminHODZIC,188,82,,,7,,,,Vict
246,,,,14,V2 07:39,"#19 SAJUS, M.(BAY)",208,118,,"#18 KAMP, H.(GOT)",203,110,-5,0,,NerminHODZIC,188,82,,,7,,,,Vict
247,,,,15,V2 06:34,"#19 SAJUS, M.(BAY)",208,118,,"#17 MÖNNINGHOFF, M.(GOT)",200,191,-8,0,,RobertLOTTERMOSER,186,76,,,7,,,,Vict
248,,,,16,V2 05:01,"#17 MÖNNINGHOFF, M.(GOT)",200,191,,"#9 BRUHNKE, K.(BAY)",203,100,3,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
249,,,,17,V2 04:32,"#44 BALDWIN, K.(GOT)",185,86,,"#3 THORNTON, M.(BAY)",193,88,8,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
250,,,,18,V2 03:27,"#2 ANIM, S.(BAY)",196,95,,"#17 MÖNNINGHOFF, M.(GOT)",200,191,4,1,,JohannesHACK,177,80,,,7,,,,Perp
251,,,,19,V2 03:01,"#15 ALLEN, T.(BAY)",203,105,,"#5 ROBERSON, J.(GOT)",198,100,-5,0,,NerminHODZIC,188,82,,,7,,,,Vict
252,,,,20,V2 00:22,"#44 BALDWIN, K.(GOT)",185,86,,"#7 JALALPOOR, P.(BAY)",188,86,3,1,,NerminHODZIC,188,82,,,7,,,,Perp
253,,,,21,V3 07:15,"#2 TOOLSON, J.(GOT)",196,93,,"#19 SAJUS, M.(BAY)",208,118,12,1,offensive,RobertLOTTERMOSER,186,76,,,7,,,,Perp
254,,,,22,V3 06:34,"#3 THORNTON, M.(BAY)",193,88,,"#8 VARGAS, A.(GOT)",192,90,-1,0,,JohannesHACK,177,80,,,7,,,,Vict
255,,,,23,V3 04:44,"#7 JALALPOOR, P.(BAY)",188,86,,"#8 VARGAS, A.(GOT)",192,90,4,1,,NerminHODZIC,188,82,,,7,,,,Perp
256,,,,24,V3 03:58,"#10 HUJIC, H.(GOT)",192,93,,"#19 SAJUS, M.(BAY)",208,118,16,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
257,,,,25,V3 03:48,"#15 HARTWICH, P.(GOT)",218,113,,"#9 BRUHNKE, K.(BAY)",203,100,-15,0,,JohannesHACK,177,80,,,7,,,,Vict
258,,,,26,V3 03:11,"#10 HUJIC, H.(GOT)",192,93,,"#2 ANIM, S.(BAY)",196,95,4,1,,JohannesHACK,177,80,,,7,,,,Perp
259,,,,27,V3 01:34,"#44 BALDWIN, K.(GOT)",185,86,,"#7 JALALPOOR, P.(BAY)",188,86,3,1,offensive,JohannesHACK,177,80,,,7,,,,Perp
260,,,,28,V3 01:09,"#15 ALLEN, T.(BAY)",203,105,,"#10 HUJIC, H.(GOT)",192,93,-11,0,,JohannesHACK,177,80,,,7,,,,Vict
261,,,,29,V4 09:34,"#9 BRUHNKE, K.(BAY)",203,100,,"#5 ROBERSON, J.(GOT)",198,100,-5,0,offensive,RobertLOTTERMOSER,186,76,,,7,,,,Vict
262,,,,30,V4 08:19,"#15 HARTWICH, P.(GOT)",218,113,,"#6 WOHLRATH, K.(BAY)",197,92,-21,0,,RobertLOTTERMOSER,186,76,,,7,,,,Vict
263,,,,31,V4 06:06,"#9 BRUHNKE, K.(BAY)",203,100,,"#17 MÖNNINGHOFF, M.(GOT)",200,191,-3,0,,JohannesHACK,177,80,,,7,,,,Vict
264,,,,32,V4 04:51,"#15 ALLEN, T.(BAY)",203,105,,"#18 KAMP, H.(GOT)",203,110,0,1,,NerminHODZIC,188,82,,,7,,,,Vict
265,,,,33,V4 04:22,"#3 THORNTON, M.(BAY)",193,88,,"#2 TOOLSON, J.(GOT)",196,93,3,1,,RobertLOTTERMOSER,186,76,,,7,,,,Perp
266,,,,34,V4 01:29,"#2 ANIM, S.(BAY)",196,95,,"#2 TOOLSON, J.(GOT)",196,93,0,1,,JohannesHACK,177,80,,,7,,,,Vict
267,,,,35,V4 00:40,"#44 BALDWIN, K.(GOT)",185,86,,"#3 THORNTON, M.(BAY)",193,88,8,1,,JohannesHACK,177,80,,,7,,,,Perp
268,,,,36,V4 00:13,"#44 BALDWIN, K.(GOT)",185,86,,"#7 JALALPOOR, P.(BAY)",188,86,3,1,,JohannesHACK,177,80,,,7,,,,Perp
269,Braunschweig,Weißenfels,2,1,V1 08:02,"#30 GARBACZ, J.(MBC)",197,86,,"#1 KRÄMER, D.(BRA)",198,91,1,1,,StefanFINGERLING,168,74,,,8,,,,Perp
270,,,,2,V1 07:03,"#1 KRÄMER, D.(BRA)",198,91,,"#44 REBIC, N.(MBC)",188,80,-10,0,,GentianCICI,178,74,,,8,,,,Vict
271,,,,3,V1 06:35,"#44 REBIC, N.(MBC)",188,80,,"#19 SEHNAL, O.(BRA)",192,95,4,1,,CarstenSTRAUBE,194,99,,,8,,,,Perp
272,,,,4,V1 06:12,"#88 YAKHCHALI, B.(MBC)",196,87,,"#3 TISCHLER, N.(BRA)",200,84,4,1,,GentianCICI,178,74,,,8,,,,Perp
273,,,,5,V1 03:31,"#15 PETERKA, M.(BRA)",205,110,,"#22 COFFEY, C.(MBC)",201,100,-4,0,,GentianCICI,178,74,,,8,,,,Vict
274,,,,6,V1 02:32,"#21 AMAIZE, R.(BRA)",196,98,,"#22 COFFEY, C.(MBC)",201,100,5,1,,GentianCICI,178,74,,,8,,,,Perp
275,,,,7,V1 02:16,"#13 TISCHLER, B.(BRA)",200,82,,"#20 MORRIS, J.(MBC)",193,91,-7,0,,CarstenSTRAUBE,194,99,,,8,,,,Vict
276,,,,8,V1 02:02,"#15 PETERKA, M.(BRA)",205,110,,"#88 YAKHCHALI, B.(MBC)",196,87,-9,0,,GentianCICI,178,74,,,8,,,,Vict
277,,,,9,V1 01:50,"#22 COFFEY, C.(MBC)",201,100,,"#21 AMAIZE, R.(BRA)",196,98,-5,0,,CarstenSTRAUBE,194,99,,,8,,,,Vict
278,,,,10,V1 00:58,"#13 TISCHLER, B.(BRA)",200,82,,"#20 MORRIS, J.(MBC)",193,91,-7,0,,CarstenSTRAUBE,194,99,,,8,,,,Vict
279,,,,11,V1 00:21,"#13 CAISIN, R.(MBC)",198,94,,"#13 TISCHLER, B.(BRA)",200,82,2,1,,StefanFINGERLING,168,74,,,8,,,,Perp
280,,,,12,V2 09:11,"#5 KLASSEN, O.(BRA)",208,117,,"#7 KERUSCH, S.(MBC)",195,105,-13,0,,GentianCICI,178,74,,,8,,,,Vict
281,,,,13,V2 09:01,"#13 TISCHLER, B.(BRA)",200,82,,"#13 CAISIN, R.(MBC)",198,94,-2,0,,GentianCICI,178,74,,,8,,,,Vict
282,,,,14,V2 08:19,"#88 YAKHCHALI, B.(MBC)",196,87,,"#13 TISCHLER, B.(BRA)",200,82,4,1,,StefanFINGERLING,168,74,,,8,,,,Perp
283,,,,15,V2 07:33,"#0 BROWN, T.(BRA)",180,89,,"#44 REBIC, N.(MBC)",188,80,8,1,,GentianCICI,178,74,,,8,,,,Perp
284,,,,16,V2 05:52,"#88 YAKHCHALI, B.(MBC)",196,87,,"#15 PETERKA, M.(BRA)",205,110,9,1,,CarstenSTRAUBE,194,99,,,8,,,,Perp
285,,,,17,V2 05:41,"#20 MORRIS, J.(MBC)",193,91,,"#21 AMAIZE, R.(BRA)",196,98,3,1,,CarstenSTRAUBE,194,99,,,8,,,,Perp
286,,,,18,V2 04:21,"#20 MORRIS, J.(MBC)",193,91,,"#21 AMAIZE, R.(BRA)",196,98,3,1,,CarstenSTRAUBE,194,99,,,8,,,,Perp
